Time,FPz,Cz
6656.2500,30.6010,37.3147
6664.0625,21.5635,43.0430
6671.8750,2.7230,42.5571
6679.6875,9.5082,65.2935
6687.5000,5.4714,63.5886
6695.3125,18.2653,73.2555
6703.1250,17.4962,66.3311
6710.9375,25.8967,53.6405
6718.7500,12.7363,37.6783
6726.5625,2.2730,27.6099
6734.3750,-2.2858,10.1857
6742.1875,7.3626,11.5280
6750.0000,-7.9678,-4.6364
6757.8125,-12.4228,-10.5959
6765.6250,-4.8126,-18.0885
6773.4375,4.8043,-19.7180
6781.2500,6.0752,-4.4498
6789.0625,5.6414,8.1716
6796.8750,6.2109,22.4516
6804.6875,-9.6278,14.4126
6812.5000,-11.7846,11.1029
6820.3125,-22.0787,-5.5470
6828.1250,-17.6822,-1.9061
6835.9375,-19.5169,2.1448
6843.7500,-8.9138,20.2678
6851.5625,-15.9600,7.7686
6859.3750,-8.5971,1.1072
6867.1875,0.8544,0.1975
6875.0000,9.3465,13.5959
6882.8125,2.6306,16.5413
6890.6250,-0.7145,25.5952
6898.4375,-5.7161,32.1528
6906.2500,8.6875,32.7976
6914.0625,1.0659,28.7836
6921.8750,-9.6185,15.9689
6929.6875,4.1063,23.7896
6937.5000,-8.2857,20.8682
6945.3125,-2.7166,25.7323
6953.1250,2.7095,19.3821
6960.9375,6.3346,25.1826
6968.7500,1.2794,11.7350
6976.5625,4.7180,10.9978
6984.3750,1.5209,4.1406
6992.1875,15.4733,15.6117
7000.0000,8.2613,13.0022
7007.8125,5.7392,12.5447
7015.6250,3.1679,13.3865
7023.4375,-4.7527,10.7962
7031.2500,-12.4457,9.1038
7039.0625,-17.0260,10.0303
7046.8750,-11.1881,17.5568
7054.6875,-15.1750,15.6044
7062.5000,-8.7598,33.1277
7070.3125,-13.5651,26.6448
7078.1250,-5.4014,27.8286
7085.9375,-9.1793,31.1948
7093.7500,-14.6966,45.6136
7101.5625,-4.6939,40.1974
7109.3750,16.2078,43.0490
7117.1875,-2.9878,37.8302
7125.0000,-3.3753,43.7507
7132.8125,-3.9617,31.0717
7140.6250,-6.5792,24.5760
7148.4375,-5.1519,22.3025
7156.2500,-5.7058,19.3309
7164.0625,-9.6257,18.0688
7171.8750,-14.6574,10.2585
7179.6875,-2.3265,22.1240
7187.5000,-10.4454,13.5088
7195.3125,-13.7775,18.4426
7203.1250,-16.4933,21.7198
7210.9375,-9.5681,28.1228
7218.7500,-16.9106,20.4912
7226.5625,-7.7704,34.0435
7234.3750,-14.7928,28.3039
7242.1875,-14.4429,34.5379
7250.0000,-20.5030,30.3612
7257.8125,-18.3005,30.2436
7265.6250,-9.8995,27.0032
7273.4375,-9.1072,21.3664
7281.2500,-9.6468,28.6396
7289.0625,-16.3250,14.7163
7296.8750,-14.8525,4.2779
7304.6875,-24.5002,0.2013
7312.5000,-17.5427,14.4863
7320.3125,-22.6687,10.6678
7328.1250,-11.9344,22.0448
7335.9375,-9.1603,16.2956
7343.7500,-6.7718,19.1089
7351.5625,-14.6597,10.9708
7359.3750,-12.1850,10.1465
7367.1875,-26.2604,2.2632
7375.0000,-36.7355,-5.2004
7382.8125,-43.5919,-8.1044
7390.6250,-31.0879,5.8865
7398.4375,-24.1466,9.1869
7406.2500,-31.6476,5.2586
7414.0625,-27.6377,0.4627
7421.8750,-24.5645,-9.8656
7429.6875,-17.1604,-6.9216
7437.5000,-25.0852,-16.1609
7445.3125,-17.8794,-4.1253
7453.1250,-18.4157,-5.9202
7460.9375,-11.5479,7.4256
7468.7500,-22.3423,9.0832
7476.5625,-16.0118,18.5208
7484.3750,-15.9212,11.6573
7492.1875,-5.6223,18.5840
7500.0000,-8.7065,20.5937
7507.8125,-15.0590,18.1883
7515.6250,-14.2119,12.4675
7523.4375,-9.4963,11.4026
7531.2500,2.6195,13.8752
7539.0625,6.1012,2.2677
7546.8750,6.8016,0.0180
7554.6875,0.6899,1.5532
7562.5000,5.2225,15.6911
7570.3125,1.3606,8.5125
7578.1250,10.5865,22.0649
7585.9375,3.8897,19.7679
7593.7500,6.6996,25.2648
7601.5625,-1.4779,13.4941
7609.3750,2.4384,8.4492
7617.1875,1.8039,7.6837
7625.0000,5.8492,10.1568
7632.8125,5.7532,8.3292
7640.6250,2.6495,7.3496
7648.4375,6.6908,4.3070
7656.2500,9.1503,12.5498
7664.0625,13.0962,35.3235
7671.8750,11.7690,44.4314
7679.6875,18.6786,57.8927
7687.5000,2.4095,44.2434
7695.3125,4.2565,47.1596
7703.1250,-2.2387,35.9897
7710.9375,-2.8874,30.7176
7718.7500,-13.4870,16.7579
7726.5625,-3.9805,15.2345
7734.3750,-13.6986,0.5856
7742.1875,-9.2941,-10.0312
7750.0000,-1.5290,-27.8857
7757.8125,-4.7370,-27.8309
7765.6250,-2.6174,-17.3956
7773.4375,-3.3698,-9.1344
7781.2500,-4.6546,0.9329
7789.0625,-11.2368,-0.3582
7796.8750,-5.3488,11.3875
7804.6875,-15.8417,0.8945
7812.5000,-14.0662,4.2868
7820.3125,-20.3645,-6.7166
7828.1250,-14.9994,-14.1843
7835.9375,-18.0493,-34.0638
7843.7500,-5.7233,-35.4053
7851.5625,-5.5652,-40.7660
7859.3750,-3.4074,-39.1791
7867.1875,-14.0565,-45.8221
7875.0000,-8.3846,-27.4675
7882.8125,-0.6889,-12.2164
7890.6250,1.2624,-1.8951
7898.4375,7.6758,16.0620
7906.2500,2.6423,20.8859
7914.0625,8.8770,34.3099
7921.8750,13.3714,30.8756
7929.6875,13.4292,32.0794
7937.5000,15.2555,24.9079
7945.3125,33.7241,28.3064
7953.1250,18.0386,11.8183
7960.9375,9.4727,10.2004
7968.7500,3.8529,4.0887
7976.5625,14.1874,16.7519
7984.3750,11.8758,18.2122
7992.1875,16.2954,27.7052
8000.0000,17.2057,28.0500
8007.8125,15.0545,27.8209
8015.6250,14.6256,34.7117
8023.4375,9.2871,28.4517
8031.2500,9.6347,19.2728
8039.0625,5.6475,11.5713
8046.8750,12.4644,21.3114
8054.6875,6.9083,15.3336
8062.5000,12.5840,32.9553
8070.3125,14.0871,42.6905
8078.1250,24.3951,58.3183
8085.9375,19.2535,56.3254
8093.7500,25.6642,68.6554
8101.5625,10.6668,67.1019
8109.3750,5.7637,74.1569
8117.1875,4.9156,73.4650
8125.0000,4.3364,69.5518
8132.8125,0.1150,62.4174
8140.6250,-3.0408,55.0829
8148.4375,2.7290,56.4599
8156.2500,4.8466,58.1912
8164.0625,13.0547,61.2686
8171.8750,10.1483,60.4667
8179.6875,16.5894,68.7207
8187.5000,10.4333,50.7040
8195.3125,12.6860,47.5548
8203.1250,4.6704,35.8329
8210.9375,9.2369,32.8524
8218.7500,-1.5511,8.5924
8226.5625,-2.2264,6.4940
8234.3750,-9.8141,-3.5476
8242.1875,-6.1192,-10.1190
8250.0000,-3.8256,-13.6688
8257.8125,-2.1728,-9.0184
8265.6250,4.9639,-0.8605
8273.4375,-4.8409,-7.1677
8281.2500,-4.5538,-0.7918
8289.0625,-9.9679,-5.5371
8296.8750,-15.0002,-0.9586
8304.6875,-19.5382,-7.7146
8312.5000,-14.9359,-4.2479
8320.3125,-17.4608,-6.1436
8328.1250,0.7607,10.0324
8335.9375,10.7068,14.3849
8343.7500,14.9017,34.9790
8351.5625,7.3716,35.6639
8359.3750,25.3519,37.3478
8367.1875,17.0999,36.8238
8375.0000,12.9952,38.0427
8382.8125,8.9957,35.8138
8390.6250,6.0026,31.7402
8398.4375,8.3734,30.9013
8406.2500,1.4783,18.9379
8414.0625,16.6890,24.1887
8421.8750,21.0426,19.9754
8429.6875,28.0377,24.1247
8437.5000,22.4880,24.7658
8445.3125,20.8302,36.4076
8453.1250,9.8119,26.4166
8460.9375,7.9405,30.5854
8468.7500,-0.3385,23.9663
8476.5625,10.2082,30.6108
8484.3750,-0.0242,23.8551
8492.1875,-2.2442,21.8563
8500.0000,-2.8614,18.5258
8507.8125,-5.8706,13.2537
8515.6250,3.3985,8.6981
8523.4375,6.7792,5.5116
8531.2500,9.1383,18.5808
8539.0625,0.1574,21.9276
8546.8750,-1.8505,35.1199
8554.6875,-1.3641,34.5904
8562.5000,13.0338,49.5015
8570.3125,2.4300,39.6709
8578.1250,8.5543,39.0370
8585.9375,-2.5619,33.9944
8593.7500,3.8470,36.1751
8601.5625,22.6984,23.0381
8609.3750,24.5394,23.9844
8617.1875,15.6239,19.9342
8625.0000,2.2791,9.2104
8632.8125,-8.7474,6.7895
8640.6250,-4.2385,13.5188
8648.4375,-4.6458,20.8272
8656.2500,-21.1785,20.7470
8664.0625,-17.9165,32.0492
8671.8750,-18.4770,20.7191
8679.6875,-13.5392,26.9583
8687.5000,-22.8775,14.8507
8695.3125,-16.5619,12.7944
8703.1250,-21.3458,2.5797
8710.9375,-21.6030,10.4149
8718.7500,-23.5597,13.0045
8726.5625,-15.2265,14.4678
8734.3750,-19.0110,-2.4558
8742.1875,-17.3035,8.2844
8750.0000,-13.8418,17.7554
8757.8125,-5.6143,16.6543
8765.6250,0.8208,28.7622
8773.4375,-3.6798,28.7075
8781.2500,-0.0865,33.3208
8789.0625,-2.1644,22.1687
8796.8750,-8.4274,28.7407
8804.6875,-18.1164,24.2382
8812.5000,-4.6193,25.2466
8820.3125,-16.4024,9.0396
8828.1250,-12.3032,9.3190
8835.9375,-12.2020,10.5168
8843.7500,-5.7182,31.2598
8851.5625,-7.4917,39.3019
8859.3750,-6.0797,48.2504
8867.1875,-10.2686,43.0970
8875.0000,-6.2146,43.9060
8882.8125,-0.0047,56.1293
8890.6250,3.2918,58.5616
8898.4375,4.7964,56.7161
8906.2500,-2.8935,39.3225
8914.0625,2.6725,38.3165
8921.8750,1.6124,22.8086
8929.6875,7.6991,12.3175
8937.5000,-5.9129,-12.1823
8945.3125,0.2206,1.3398
8953.1250,3.8927,18.2920
8960.9375,15.6670,44.3672
8968.7500,11.5784,50.9894
8976.5625,7.8242,56.8231
8984.3750,-6.4062,54.0784
8992.1875,-8.0064,52.1254
9000.0000,-2.5523,49.1443
9007.8125,1.0342,50.2712
9015.6250,1.3116,50.8377
9023.4375,6.0996,43.5572
9031.2500,12.0109,45.0758
9039.0625,3.4728,34.7870
9046.8750,7.7857,29.5991
9054.6875,-4.0745,16.0113
9062.5000,9.5467,37.7137
9070.3125,15.2374,48.9589
9078.1250,22.1527,58.6077
9085.9375,13.5467,53.3521
9093.7500,12.9671,53.2523
9101.5625,3.1666,30.3953
9109.3750,-1.0909,21.2882
9117.1875,-4.5026,22.9284
9125.0000,0.4961,19.8206
9132.8125,3.7311,20.7163
9140.6250,-2.3943,19.9887
9148.4375,0.4544,24.5451
9156.2500,-0.2931,18.7074
9164.0625,-0.4258,20.0827
9171.8750,-10.8534,16.9634
9179.6875,-8.8320,30.8676
9187.5000,-15.4161,28.6691
9195.3125,4.3939,50.7737
9203.1250,5.3923,52.4531
9210.9375,11.3275,53.3670
9218.7500,2.6121,32.5316
9226.5625,-0.5643,21.1812
9234.3750,3.9572,20.4519
9242.1875,3.8393,16.9210
9250.0000,10.9748,21.8247
9257.8125,15.2919,20.3041
9265.6250,12.6671,21.8671
9273.4375,9.9617,23.6686
9281.2500,18.3183,33.9433
9289.0625,17.4192,24.3285
9296.8750,21.7711,25.2013
9304.6875,17.0488,17.5503
9312.5000,23.7651,22.3729
9320.3125,19.5832,22.6288
9328.1250,30.6000,26.1460
9335.9375,18.9302,8.9592
9343.7500,15.9317,16.6605
9351.5625,9.1028,12.4496
9359.3750,13.9854,24.8265
9367.1875,20.7402,37.7002
9375.0000,14.0020,34.2347
9382.8125,13.6781,41.0996
9390.6250,8.6926,35.4355
9398.4375,11.7151,24.4692
9406.2500,15.5309,16.6310
9414.0625,25.0310,23.7770
9421.8750,18.2592,19.5711
9429.6875,28.5700,27.8774
9437.5000,22.7318,20.5621
9445.3125,19.6783,23.2213
9453.1250,17.8838,18.3639
9460.9375,27.2753,29.2945
9468.7500,17.6621,22.3407
9476.5625,18.9397,32.1280
9484.3750,16.7501,32.8883
9492.1875,13.8201,24.9008
9500.0000,16.4676,19.6777
9507.8125,16.9620,9.8188
9515.6250,23.5668,16.4270
9523.4375,23.6746,21.2955
9531.2500,33.9641,30.1941
9539.0625,28.3677,30.1294
9546.8750,37.1793,48.4264
9554.6875,39.4531,55.5310
9562.5000,34.6250,68.1757
9570.3125,18.7539,56.8205
9578.1250,24.6174,54.0181
9585.9375,18.3278,47.5346
9593.7500,22.1114,53.6640
9601.5625,22.3898,48.2518
9609.3750,24.7523,44.0970
9617.1875,32.2666,36.3582
9625.0000,36.5672,36.4753
9632.8125,35.9338,37.9804
9640.6250,28.0414,27.5650
9648.4375,27.2021,26.8748
9656.2500,18.9483,21.5205
9664.0625,22.7973,35.8432
9671.8750,18.8476,40.1782
9679.6875,29.9679,58.6250
9687.5000,22.7122,41.4164
9695.3125,34.5322,41.3339
9703.1250,36.5703,40.2063
9710.9375,37.4335,37.4160
9718.7500,-20.9338,7.4211
9726.5625,-26.4337,7.0695
9734.3750,-29.4709,1.3049
9742.1875,-27.6197,7.8874
9750.0000,-28.0054,20.5633
9757.8125,-18.2125,35.0207
9765.6250,-23.2891,28.9405
9773.4375,-9.8572,41.2102
9781.2500,-10.3076,31.8689
9789.0625,-6.1593,31.5805
9796.8750,-21.4404,23.2379
9804.6875,-26.3463,29.9415
9812.5000,-34.4996,12.6802
9820.3125,-29.2982,12.2065
9828.1250,-29.8695,21.5603
9835.9375,-31.3172,28.8601
9843.7500,-18.0910,39.5184
9851.5625,-8.8561,47.4598
9859.3750,-0.4658,59.6651
9867.1875,-8.6741,44.5409
9875.0000,-9.3850,42.4963
9882.8125,-12.8912,35.0956
9890.6250,-5.6759,28.1940
9898.4375,-8.2846,12.1212
9906.2500,-1.1779,14.9724
9914.0625,-4.2529,5.6012
9921.8750,-5.4483,9.2509
9929.6875,-18.9060,3.8129
9937.5000,-16.3083,10.7770
9945.3125,-23.1038,16.4419
9953.1250,-18.7372,28.8570
9960.9375,-0.4495,32.7247
9968.7500,0.7533,30.1294
9976.5625,-3.3152,38.1510
9984.3750,-7.0751,33.6737
9992.1875,-4.0929,29.3536
10000.0000,-8.0319,14.0594
